✔️ PR #60 devops - add googleapis secret to serverless (tlowande),https://github.com/EQWorks/legion/pull/60,done,tlowande, devops - add googleapis secret to serverless
✔️ PR #58 /demo command (tlowande),https://github.com/EQWorks/legion/pull/58,done,tlowande, /demo command
✔️ PR #56 Diff/calendar (tlowande),https://github.com/EQWorks/legion/pull/56,done,tlowande, Diff/calendar
"✔️ PR #8 Catch me if you can - refactor, fix lack of error catch (woozyking)",https://github.com/EQWorks/updates/pull/8,done,woozyking," Catch me if you can - refactor, fix lack of error catch"
✔️ PR #7 Distinguish issues from PRs and better daily updated commit links (woozyking),https://github.com/EQWorks/updates/pull/7,done,woozyking, Distinguish issues from s and better daily updated commit links
⚠️ PR #17 Demographic enrichment by distance (maluhoss),https://github.com/EQWorks/EnrichData/pull/17,wip,maluhoss, Demographic enrichment by distance
✔️ PR #479 Add lambda authorizer + fix ML customer filter + Rename deploy stages (kevlabs),https://github.com/EQWorks/firstorder/pull/479,done,kevlabs, Add lambda authorizer + fix ML customer filter + Rename deploy stages
👀 PR #908 - new marketplace update (DoParkEQ),https://github.com/EQWorks/snoke/pull/908,needs review,DoParkEQ, - new marketplace update
✔️ PR #882 hide marketplace from top nav (DoParkEQ),https://github.com/EQWorks/snoke/pull/882,done,DoParkEQ, hide marketplace from top nav
👀 PR #7 User scope (dilanSuraj),https://github.com/EQWorks/connector-google-analytics/pull/7,needs review,dilanSuraj, User scope
✔️ PR #53 Confirmed Cases - fetch province french name for UI translation (tlowande),https://github.com/EQWorks/covidata/pull/53,done,tlowande, Confirmed Cases - fetch province french name for UI translation
text,link,state,contributors,text_cleaned
👀 #36 views - fix viewIndex error on view-columns update using searched res… (hyx131),https://github.com/EQWorks/ml-ui/pull/36,needs review,hyx131,views - fix viewIndex error on view-columns update using searched res…
✔️ #35 views - fix aggregate columns delete undefined id bug (hyx131),https://github.com/EQWorks/ml-ui/pull/35,done,hyx131,views - fix aggregate columns delete undefined id bug
✔️ #34 Query/where conditions (hyx131),https://github.com/EQWorks/ml-ui/pull/34,done,hyx131,Query/where conditions
⚠️ #33 Tabs (tlowande),https://github.com/EQWorks/ml-ui/pull/33,wip,tlowande,Tabs
✔️ #32 Login (hyx131),https://github.com/EQWorks/ml-ui/pull/32,done,hyx131,Login
✔️ #31 View states (tlowande),https://github.com/EQWorks/ml-ui/pull/31,done,tlowande,View states
✔️ #13 login - ml-ui gh-pages url match (hyx131),https://github.com/EQWorks/common-login/pull/13,done,hyx131,login - ml-ui gh-pages url match
✔️ #12 login/ml-ui - fix product param for ml-ui login (hyx131),https://github.com/EQWorks/common-login/pull/12,done,hyx131,login/ml-ui - fix product param for ml-ui login
✔️ #11 Login/optional cross login (hyx131),https://github.com/EQWorks/common-login/pull/11,done,hyx131,Login/optional cross login
✔️ #8 storage - add common storage initiation handlers (hyx131),https://github.com/EQWorks/common-login/pull/8,done,hyx131,storage - add common storage initiation handlers
👀 #40 Reset/exit buttons (geoerika),https://github.com/EQWorks/poi-manage/pull/40,needs review,geoerika,Reset/exit buttons
✔️ #32 POICard - transition to react-labs / material-ui; reorganize code; new design (geoerika),https://github.com/EQWorks/poi-manage/pull/32,done,geoerika,POICard - transition to react-labs / material-ui; reorganize code; new design
👀 #143 Bump ini from 1.3.5 to 1.3.8 (dependabot[bot]),https://github.com/EQWorks/react-labs/pull/143,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.8
⚠️ #4 01 - dissected 2/2 (woozyking),https://github.com/EQWorks/python-curriculum/pull/4,wip,woozyking,01 - dissected 2/2
✔️ #3 01 - dissect out part 1/2 based on 1-hr session cutoff (woozyking),https://github.com/EQWorks/python-curriculum/pull/3,done,woozyking,01 - dissect out part 1/2 based on 1-hr session cutoff
✔️ #2 part 00 - background and part 01 - immediate applications (woozyking),https://github.com/EQWorks/python-curriculum/pull/2,done,woozyking,part 00 - background and part 01 - immediate applications
✔️ #1 part 00 background (woozyking),https://github.com/EQWorks/python-curriculum/pull/1,done,woozyking,part 00 background
👀 #3 Added Slack logger + Split cache cleanup into scheduled lambda (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/3,needs review,kevlabs,Added Slack logger + Split cache cleanup into scheduled lambda
"✔️ #41 POIMap - set style to layers, pitch & bearing to viewState (geoerika)#40 POIMap - add pitch and bearing",https://github.com/EQWorks/react-maps/pull/41,done,geoerika,"POIMap - set style to layers, pitch & bearing to viewState (geoerika)#40 POIMap - add pitch and"
✔️ #3 stories - experiment and add json cell values (tlowande),https://github.com/EQWorks/lumen-table/pull/3,done,tlowande,stories - experiment and add json cell values
👀 #13 devops -  update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/13,needs review,bsandi1220,devops - update notebook image
✔️ #906 common-login - version upgrade with ml-ui dev deploy url change (hyx131),https://github.com/EQWorks/snoke/pull/906,done,hyx131,common-login - version upgrade with ml-ui dev deploy url change
👀 #905 Bump ini from 1.3.5 to 1.3.7 (dependabot[bot]),https://github.com/EQWorks/snoke/pull/905,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.7
✔️ #904 common-login - upgrade to version 0.8.0-alpha.1 (hyx131),https://github.com/EQWorks/snoke/pull/904,done,hyx131,common-login - upgrade to version 0.8.0-alpha.1
✔️ #902 Failed load customer at home fixed (DoParkEQ)#903 navbar populates customer load fail alert at home,https://github.com/EQWorks/snoke/pull/902,done,DoParkEQ,Failed load customer at home fixed (DoParkEQ)#903 navbar populates customer load fail alert at
✔️ #894 Navbar alternative layout (DoParkEQ),https://github.com/EQWorks/snoke/pull/894,done,DoParkEQ,Navbar alternative layout
✔️ #884 Marketplace/knowmore (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/884,done,YizhiCatherineZhang,Marketplace/knowmore
👀 #22 Bump ini from 1.3.5 to 1.3.8 (dependabot[bot]),https://github.com/EQWorks/snoke-builder-viz/pull/22,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.8
✔️ #40 Use get_dataset when fetching EQ dataset using get_report (maluhoss),https://github.com/EQWorks/locussdk/pull/40,done,maluhoss,Use get_dataset when fetching EQ dataset using get_report
✔️ #39 Feature/popular times v2 (bsandi1220),https://github.com/EQWorks/locussdk/pull/39,done,bsandi1220,Feature/popular times v2
✔️ #38 fix presigned URL structure for AOI & geojson utils (maluhoss),https://github.com/EQWorks/locussdk/pull/38,done,maluhoss,fix presigned URL structure for AOI & geojson utils
✔️ #35 Send only geo IDs from dataset provided when enriching (maluhoss),https://github.com/EQWorks/locussdk/pull/35,done,maluhoss,Send only geo IDs from dataset provided when enriching
✔️ #24 Fix report method (maluhoss),https://github.com/EQWorks/locussdk/pull/24,done,maluhoss,Fix report method
✔️ #475 ML/Logs - Fast views (incl. camphistory) + Athena tracking + Partitioning (kevlabs),https://github.com/EQWorks/firstorder/pull/475,done,kevlabs,ML/Logs - Fast views (incl. camphistory) + Athena tracking + Partitioning
👀 #474 Bump ini from 1.3.5 to 1.3.7 (dependabot[bot]),https://github.com/EQWorks/firstorder/pull/474,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.7
✔️ #473 Dataset/aoi - tweak empty data structure (maluhoss),https://github.com/EQWorks/firstorder/pull/473,done,maluhoss,Dataset/aoi - tweak empty data structure
✔️ #472 Notebook - add popular-times-v2 route (bsandi1220),https://github.com/EQWorks/firstorder/pull/472,done,bsandi1220,Notebook - add popular-times-v2 route
✔️ #471 Reports/aoi (hyx131),https://github.com/EQWorks/firstorder/pull/471,done,hyx131,Reports/aoi
✔️ #15 AOI - Fix URL structure (maluhoss),https://github.com/EQWorks/EnrichData/pull/15,done,maluhoss,AOI - Fix URL structure
✔️ #14 Enrich - improve error handling for individual API call error (maluhoss),https://github.com/EQWorks/EnrichData/pull/14,done,maluhoss,Enrich - improve error handling for individual API call error
✔️ #12 Use Async for demographic enrichment (maluhoss),https://github.com/EQWorks/EnrichData/pull/12,done,maluhoss,Use Async for demographic enrichment
👀 #7 User scope (dilanSuraj),https://github.com/EQWorks/connector-google-analytics/pull/7,needs review,dilanSuraj,User scope
👀 #2 User scope (dilanSuraj),https://github.com/EQWorks/connector-google-analytics/pull/2,needs review,dilanSuraj,User scope
👀 #4 demo - update with aoi and demo (bsandi1220),https://github.com/EQWorks/notebook-files/pull/4,needs review,bsandi1220,demo - update with aoi and demo
✔️ #1795 common-login - version upgrade with ml-ui dev deploy url change (hyx131),https://github.com/EQWorks/overlord/pull/1795,done,hyx131,common-login - version upgrade with ml-ui dev deploy url change
✔️ #1794 devops - add google analytics tracking (woozyking),https://github.com/EQWorks/overlord/pull/1794,done,woozyking,devops - add google analytics tracking
✔️ #1793 common-login - upgrade to version 0.8.0-alpha.1 (hyx131),https://github.com/EQWorks/overlord/pull/1793,done,hyx131,common-login - upgrade to version 0.8.0-alpha.1
👀 #843 agent - fix no expire daily nobids counters (eq-ianecc),https://github.com/EQWorks/flash/pull/843,needs review,eq-ianecc,agent - fix no expire daily nobids counters
✔️ #842 upgrade agent deploy to am linux 2 (eq-ianecc),https://github.com/EQWorks/flash/pull/842,done,eq-ianecc,upgrade agent deploy to am linux 2
👀 #4 Daily updates (woozyking),https://github.com/EQWorks/updates/pull/4,needs review,woozyking,Daily updates
✔️ #3 Digest - PR linked issues (woozyking),https://github.com/EQWorks/updates/pull/3,done,woozyking,Digest -  linked issues
✔️ #2 digest - group by categories using 'meta-' topics from github repos (woozyking),https://github.com/EQWorks/updates/pull/2,done,woozyking,digest - group by categories using 'meta-' topics from github repos
✔️ #29 tag - improve commit matching logic (tlowande),https://github.com/EQWorks/release/pull/29,done,tlowande,tag - improve commit matching logic
👀 #54 Bump ini from 1.3.5 to 1.3.7 (dependabot[bot]),https://github.com/EQWorks/legion/pull/54,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.7
👀 #19 Bump ini from 1.3.5 to 1.3.8 (dependabot[bot]),https://github.com/EQWorks/flaat-api/pull/19,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.8
👀 #16 Bump ini from 1.3.5 to 1.3.7 (dependabot[bot]),https://github.com/EQWorks/react-schedule/pull/16,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.7
✔️ #21 Popular time v2/poi reference (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/21,done,bsandi1220,Popular time v2/poi reference
✔️ #20 Fix/popular times v2 (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/20,done,bsandi1220,Fix/popular times v2
✔️ #19 Feature/popular times v2 (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/19,done,bsandi1220,Feature/popular times v2
👀 #67 Bump ini from 1.3.5 to 1.3.7 (dependabot[bot]),https://github.com/EQWorks/extended-semantic-components/pull/67,needs review,dependabot[bot],Bump ini from 1.3.5 to 1.3.7
👀 #2 Airflow/clustering pipeline (bsandi1220),https://github.com/EQWorks/POIClustering/pull/2,needs review,bsandi1220,Airflow/clustering pipeline
✔️ #27 Bump node-fetch from 2.6.0 to 2.6.1 (dependabot[bot]),https://github.com/EQWorks/omni-search/pull/27,done,dependabot[bot],Bump node-fetch from 2.6.0 to 2.6.1
✔️ #24 Bump lodash from 4.17.15 to 4.17.20 (dependabot[bot]),https://github.com/EQWorks/omni-search/pull/24,done,dependabot[bot],Bump lodash from 4.17.15 to 4.17.20
text,link,state,contributors,text_cleaned
✔️ PR #62 Test release (tlowande),https://github.com/EQWorks/ml-ui/pull/62,done,tlowande, Test release
✔️ PR #61 Widgets playground setup (tlowande),https://github.com/EQWorks/ml-ui/pull/61,done,tlowande, Widgets playground setup
✔️ PR #56 Nebula update; layers error fix (geoerika),https://github.com/EQWorks/react-maps/pull/56,done,geoerika, Nebula update; layers error fix
"⚠️ PR #9 03 - 3/3 classes, dataframes (woozyking)",https://github.com/EQWorks/python-curriculum/pull/9,wip,woozyking," 03 - 3/3 classes, dataframes"
"✔️ PR #8 03 dict, set, while loop, loop controls, json format (woozyking)",https://github.com/EQWorks/python-curriculum/pull/8,done,woozyking," 03 dict, set, while loop, loop controls, json format"
👀 PR #9 Enable table heads to take a fixed amount of space (DoParkEQ)Issue #8 Table styling enhancementIssue #10 Optional toolbar,https://github.com/EQWorks/lumen-table/pull/9,needs review,DoParkEQ, Enable table heads to take a fixed amount of space (DoParkEQ)Issue Table styling enhancementIssue Optional
👀 PR #2 API endpoints meta table (woozyking),https://github.com/EQWorks/smaug/pull/2,needs review,woozyking, API endpoints meta table
✔️ PR #1 daily finance aggregation (woozyking),https://github.com/EQWorks/smaug/pull/1,done,woozyking, daily finance aggregation
✔️ PR #50 React maps update to v.0.4.5 (geoerika),https://github.com/EQWorks/poi-manage/pull/50,done,geoerika, React maps update to v.0.4.5
✔️ PR #930 Home - default wl on url and update url onChange (tlowande),https://github.com/EQWorks/snoke/pull/930,done,tlowande, Home - default wl on url and update url onChange
